	0
sizeof_hdr	348
data_type	b''
db_name	b''
extents	0
session_error	0
regular	b'r'
dim_info	54
dim	[  3 192 256 256   1   1   1   1]
intent_p1	0.0
intent_p2	0.0
intent_p3	0.0
intent_code	0
datatype	4
bitpix	16
slice_start	0
pixdim	[1.  1.  1.  1.  2.3 0.  0.  0. ]
vox_offset	0.0
scl_slope	nan
scl_inter	nan
slice_end	0
slice_code	0
xyzt_units	10
cal_max	0.0
cal_min	0.0
slice_duration	0.0
toffset	0.0
glmax	0
glmin	0
descrip	b'TE=3;Time=90915.565;phase=1'
aux_file	b''
qform_code	1
sform_code	1
quatern_b	0.00045686963
quatern_c	0.01744646
quatern_d	-0.026172968
qoffset_x	-108.79267
qoffset_y	-100.51582
qoffset_z	-122.987366
srow_x	[ 9.9801666e-01  5.2335966e-02  3.4851734e-02 -1.0879267e+02]
srow_y	[-5.2303847e-02  9.9862951e-01 -1.8265381e-03 -1.0051582e+02]
srow_z	[-3.48994061e-02  3.58563597e-08  9.99390841e-01 -1.22987366e+02]
intent_name	b''
magic	b'n+1'
