	0
sizeof_hdr	348
data_type	b''
db_name	b''
extents	0
session_error	0
regular	b'r'
dim_info	57
dim	[ 3 80 80 41  1  1  1  1]
intent_p1	0.0
intent_p2	0.0
intent_p3	0.0
intent_code	0
datatype	4
bitpix	16
slice_start	0
pixdim	"[-1.         3.         3.         3.3        0.4750014  0.
  0.         0.       ]"
vox_offset	0.0
scl_slope	nan
scl_inter	nan
slice_end	0
slice_code	0
xyzt_units	10
cal_max	0.0
cal_min	0.0
slice_duration	0.0
toffset	0.0
glmax	0
glmin	0
descrip	b'TE=4.6;Time=132949.300'
aux_file	b''
qform_code	1
sform_code	1
quatern_b	-0.007828885
quatern_c	0.9477228
quatern_d	0.3181893
qoffset_x	125.99023
qoffset_y	-72.55154
qoffset_z	-87.58113
srow_x	[-2.9965374e+00 -8.7876856e-02 -1.2561826e-01  1.2599023e+02]
srow_y	[-1.1584923e-03  2.3921657e+00 -1.9914392e+00 -7.2551537e+01]
srow_z	[ -0.14409117   1.8082647    2.6283839  -87.58113   ]
intent_name	b''
magic	b'n+1'
