	0
sizeof_hdr	348
data_type	b''
db_name	b''
extents	0
session_error	0
regular	b'r'
dim_info	54
dim	[  3 256 256  48   1   1   1   1]
intent_p1	0.0
intent_p2	0.0
intent_p3	0.0
intent_code	0
datatype	4
bitpix	16
slice_start	0
pixdim	[-1.      0.9375  0.9375  3.      3.      0.      0.      0.    ]
vox_offset	0.0
scl_slope	nan
scl_inter	nan
slice_end	0
slice_code	0
xyzt_units	10
cal_max	0.0
cal_min	0.0
slice_duration	0.0
toffset	0.0
glmax	0
glmin	0
descrip	b'TE=91;Time=142845.405;phase=1'
aux_file	b''
qform_code	1
sform_code	1
quatern_b	-1.0254403e-10
quatern_c	-0.9999253
quatern_d	-0.012218861
qoffset_x	117.48795
qoffset_y	-109.4731
qoffset_z	-76.99406
srow_x	[-9.3750000e-01  1.9228444e-10  1.0844201e-14  1.1748795e+02]
srow_y	[ 1.9222696e-10  9.3722004e-01 -7.3307768e-02 -1.0947310e+02]
srow_z	[ 4.7020313e-12  2.2908652e-02  2.9991071e+00 -7.6994057e+01]
intent_name	b''
magic	b'n+1'
