	0
sizeof_hdr	348
data_type	b''
db_name	b''
extents	0
session_error	0
regular	b'r'
dim_info	57
dim	[  4  64  64  39 300   1   1   1]
intent_p1	0.0
intent_p2	0.0
intent_p3	0.0
intent_code	0
datatype	4
bitpix	16
slice_start	0
pixdim	"[-1.         3.5        3.5        3.5        2.1099987  0.
  0.         0.       ]"
vox_offset	0.0
scl_slope	nan
scl_inter	nan
slice_end	0
slice_code	0
xyzt_units	10
cal_max	0.0
cal_min	0.0
slice_duration	0.0
toffset	0.0
glmax	0
glmin	0
descrip	b'TE=30;Time=122017.730'
aux_file	b''
qform_code	1
sform_code	1
quatern_b	-0.0136872055
quatern_c	0.98545074
quatern_d	0.1687687
qoffset_x	116.83831
qoffset_y	-87.6001
qoffset_z	-137.50037
srow_x	[-3.4971719e+00 -1.1180629e-01 -8.5370444e-02  1.1683831e+02]
srow_y	[-7.7026643e-02  3.2993085e+00 -1.1656029e+00 -8.7600098e+01]
srow_z	[-1.17710054e-01  1.16278243e+00  3.29910278e+00 -1.37500366e+02]
intent_name	b''
magic	b'n+1'
