	0
sizeof_hdr	348
data_type	b''
db_name	b''
extents	0
session_error	0
regular	b'r'
dim_info	54
dim	[  3 256 256  48   1   1   1   1]
intent_p1	0.0
intent_p2	0.0
intent_p3	0.0
intent_code	0
datatype	4
bitpix	16
slice_start	0
pixdim	[-1.      0.9375  0.9375  3.      3.      0.      0.      0.    ]
vox_offset	0.0
scl_slope	nan
scl_inter	nan
slice_end	0
slice_code	0
xyzt_units	10
cal_max	0.0
cal_min	0.0
slice_duration	0.0
toffset	0.0
glmax	0
glmin	0
descrip	b'TE=10;Time=132415.647;phase=1'
aux_file	b''
qform_code	1
sform_code	1
quatern_b	-1.0245015e-10
quatern_c	-0.9990098
quatern_d	-0.04449121
qoffset_x	120.0
qoffset_y	-101.83734
qoffset_z	-72.7856
srow_x	[-9.3750000e-01  1.9228444e-10 -6.7654242e-17  1.2000000e+02]
srow_y	[ 1.9152319e-10  9.3378848e-01 -2.6668301e-01 -1.0183734e+02]
srow_z	[ 1.7092969e-11  8.3338410e-02  2.9881244e+00 -7.2785599e+01]
intent_name	b''
magic	b'n+1'
