	0
sizeof_hdr	348
data_type	b''
db_name	b''
extents	0
session_error	0
regular	b'r'
dim_info	57
dim	[  3 128 128  70   1   1   1   1]
intent_p1	0.0
intent_p2	0.0
intent_p3	0.0
intent_code	0
datatype	4
bitpix	16
slice_start	0
pixdim	"[-1.        2.        2.        2.        7.493367  0.        0.
  0.      ]"
vox_offset	0.0
scl_slope	nan
scl_inter	nan
slice_end	0
slice_code	0
xyzt_units	10
cal_max	0.0
cal_min	0.0
slice_duration	0.0
toffset	0.0
glmax	0
glmin	0
descrip	b'TE=65;Time=112436.820'
aux_file	b''
qform_code	1
sform_code	1
quatern_b	-0.029326528
quatern_c	-0.9976234
quatern_d	0.059377875
qoffset_x	117.57074
qoffset_y	-132.0722
qoffset_z	-29.87126
srow_x	[-1.9951123e+00  1.1250918e-01  8.2875721e-02  1.1757074e+02]
srow_y	[ 1.2154544e-01  1.9824569e+00  2.3471563e-01 -1.3207220e+02]
srow_z	[  0.06894492  -0.23917852   1.9844503  -29.87126   ]
intent_name	b''
magic	b'n+1'
