	0
sizeof_hdr	348
data_type	b''
db_name	b''
extents	0
session_error	0
regular	b'r'
dim_info	57
dim	[ 3 74 74 45  1  1  1  1]
intent_p1	0.0
intent_p2	0.0
intent_p3	0.0
intent_code	0
datatype	4
bitpix	16
slice_start	0
pixdim	[-1.     3.     3.     3.3    0.476  0.     0.     0.   ]
vox_offset	0.0
scl_slope	nan
scl_inter	nan
slice_end	0
slice_code	0
xyzt_units	10
cal_max	0.0
cal_min	0.0
slice_duration	0.0
toffset	0.0
glmax	0
glmin	0
descrip	b'TE=7.4;Time=152033.612;phase=1'
aux_file	b''
qform_code	1
sform_code	1
quatern_b	0.01225643
quatern_c	0.99841386
quatern_d	0.05494886
qoffset_x	108.606766
qoffset_y	-95.51535
qoffset_z	-58.807426
srow_x	[-2.99909782e+00  7.32965171e-02 -6.95184432e-03  1.08606766e+02]
srow_y	[ 7.3547363e-02  2.9809823e+00 -3.6205661e-01 -9.5515350e+01]
srow_z	[ 1.7618663e-03  3.2919821e-01  3.2800725e+00 -5.8807426e+01]
intent_name	b''
magic	b'n+1'
