	0
sizeof_hdr	348
data_type	b''
db_name	b''
extents	0
session_error	0
regular	b'r'
dim_info	57
dim	[ 3 80 80 41  1  1  1  1]
intent_p1	0.0
intent_p2	0.0
intent_p3	0.0
intent_code	0
datatype	4
bitpix	16
slice_start	0
pixdim	[-1.   3.   3.   3.3  0.   0.   0.   0. ]
vox_offset	0.0
scl_slope	nan
scl_inter	nan
slice_end	0
slice_code	0
xyzt_units	10
cal_max	0.0
cal_min	0.0
slice_duration	0.0
toffset	0.0
glmax	0
glmin	0
descrip	b'TE=0;Time=123927.200'
aux_file	b''
qform_code	1
sform_code	1
quatern_b	-0.019061543
quatern_c	0.96009815
quatern_d	0.2784835
qoffset_x	127.64052
qoffset_y	-75.59201
qoffset_z	-99.017204
srow_x	[-2.9960487e+00 -1.3851336e-01 -7.3834665e-02  1.2764052e+02]
srow_y	[ -0.08109805   2.5325015   -1.7668138  -75.59201   ]
srow_z	[ -0.1308223   1.602264    2.7862022 -99.017204 ]
intent_name	b''
magic	b'n+1'
