	0
sizeof_hdr	348
data_type	b''
db_name	b''
extents	0
session_error	0
regular	b'r'
dim_info	57
dim	[  4  64  64  40 300   1   1   1]
intent_p1	0.0
intent_p2	0.0
intent_p3	0.0
intent_code	0
datatype	4
bitpix	16
slice_start	0
pixdim	"[-1.         3.5        3.5        3.5        2.1100001  0.
  0.         0.       ]"
vox_offset	0.0
scl_slope	nan
scl_inter	nan
slice_end	0
slice_code	0
xyzt_units	10
cal_max	0.0
cal_min	0.0
slice_duration	0.0
toffset	0.0
glmax	0
glmin	0
descrip	b'TE=30;Time=93531.760'
aux_file	b''
qform_code	1
sform_code	1
quatern_b	-0.0022393255
quatern_c	-0.9995681
quatern_d	-0.02609511
qoffset_x	111.98135
qoffset_y	-94.83945
qoffset_z	-65.4907
srow_x	[-3.4987214e+00  1.8103126e-02  9.2848532e-02  1.1198135e+02]
srow_y	[ 1.3233889e-02  3.4951980e+00 -1.8279567e-01 -9.4839447e+01]
srow_z	[  0.09366669   0.18237793   3.4939873  -65.4907    ]
intent_name	b''
magic	b'n+1'
