	0
sizeof_hdr	348
data_type	b''
db_name	b''
extents	0
session_error	0
regular	b'r'
dim_info	57
dim	[ 3 80 80 41  1  1  1  1]
intent_p1	0.0
intent_p2	0.0
intent_p3	0.0
intent_code	0
datatype	4
bitpix	16
slice_start	0
pixdim	"[-1.         3.         3.         3.3        0.4750014  0.
  0.         0.       ]"
vox_offset	0.0
scl_slope	nan
scl_inter	nan
slice_end	0
slice_code	0
xyzt_units	10
cal_max	0.0
cal_min	0.0
slice_duration	0.0
toffset	0.0
glmax	0
glmin	0
descrip	b'TE=4.6;Time=140515.640'
aux_file	b''
qform_code	1
sform_code	1
quatern_b	-0.046107594
quatern_c	0.9495604
quatern_d	0.3074596
qoffset_x	135.72299
qoffset_y	-58.988464
qoffset_z	-110.97154
srow_x	[ -2.9771779   -0.33825424  -0.1631419  135.72299   ]
srow_y	[ -0.18712904   2.420056    -1.9393451  -58.988464  ]
srow_z	[  -0.31842542    1.7403771     2.6650207  -110.97154   ]
intent_name	b''
magic	b'n+1'
