	0
sizeof_hdr	348
data_type	b''
db_name	b''
extents	0
session_error	0
regular	b'r'
dim_info	57
dim	[  4  64  64  40 300   1   1   1]
intent_p1	0.0
intent_p2	0.0
intent_p3	0.0
intent_code	0
datatype	4
bitpix	16
slice_start	0
pixdim	[-1.    3.5   3.5   3.5   2.11  0.    0.    0.  ]
vox_offset	0.0
scl_slope	nan
scl_inter	nan
slice_end	0
slice_code	5
xyzt_units	10
cal_max	0.0
cal_min	0.0
slice_duration	0.0
toffset	0.0
glmax	0
glmin	0
descrip	b'TE=30;Time=142235.633;phase=1'
aux_file	b''
qform_code	1
sform_code	1
quatern_b	0.0011253209
quatern_c	-0.99725497
quatern_d	-0.072394274
qoffset_x	111.69117
qoffset_y	-84.0531
qoffset_z	-66.87787
srow_x	[-3.4983089e+00  1.4946794e-07  1.0878612e-01  1.1169117e+02]
srow_y	[-1.5711395e-02  3.4633045e+00 -5.0524670e-01 -8.4053101e+01]
srow_z	[  0.10764559   0.50549096   3.4616313  -66.87787   ]
intent_name	b''
magic	b'n+1'
