	0
sizeof_hdr	348
data_type	b''
db_name	b''
extents	0
session_error	0
regular	b'r'
dim_info	57
dim	[ 3 74 74 45  1  1  1  1]
intent_p1	0.0
intent_p2	0.0
intent_p3	0.0
intent_code	0
datatype	4
bitpix	16
slice_start	0
pixdim	[-1.     3.     3.     3.3    0.476  0.     0.     0.   ]
vox_offset	0.0
scl_slope	nan
scl_inter	nan
slice_end	0
slice_code	0
xyzt_units	10
cal_max	0.0
cal_min	0.0
slice_duration	0.0
toffset	0.0
glmax	0
glmin	0
descrip	b'TE=7.4;Time=150428.605;phase=1'
aux_file	b''
qform_code	1
sform_code	1
quatern_b	0.0
quatern_c	0.9692309
quatern_d	0.24615328
qoffset_x	109.70678
qoffset_y	-49.278122
qoffset_z	-118.56832
srow_x	[ -3.        0.       -0.      109.70678]
srow_y	[ -0.          2.6364515  -1.574624  -49.278122 ]
srow_z	[   0.           1.4314762    2.9000967 -118.56832  ]
intent_name	b''
magic	b'n+1'
