	0
sizeof_hdr	348
data_type	b''
db_name	b''
extents	0
session_error	0
regular	b'r'
dim_info	54
dim	[  3 256 256  48   1   1   1   1]
intent_p1	0.0
intent_p2	0.0
intent_p3	0.0
intent_code	0
datatype	4
bitpix	16
slice_start	0
pixdim	[-1.      0.9375  0.9375  3.      3.      0.      0.      0.    ]
vox_offset	0.0
scl_slope	nan
scl_inter	nan
slice_end	0
slice_code	0
xyzt_units	10
cal_max	0.0
cal_min	0.0
slice_duration	0.0
toffset	0.0
glmax	0
glmin	0
descrip	b'TE=10;Time=133544.685;phase=1'
aux_file	b''
qform_code	1
sform_code	1
quatern_b	0.002103002
quatern_c	0.9970018
quatern_d	0.07159071
qoffset_x	117.13611
qoffset_y	-91.237595
qoffset_z	-77.276535
srow_x	[-9.3588340e-01  5.4170401e-10 -1.7609976e-01  1.1713611e+02]
srow_y	[ 7.8626117e-03  9.2788190e-01 -4.2788592e-01 -9.1237595e+01]
srow_z	[-5.4466702e-02  1.3394560e-01  2.9640961e+00 -7.7276535e+01]
intent_name	b''
magic	b'n+1'
