	0
sizeof_hdr	348
data_type	b''
db_name	b''
extents	0
session_error	0
regular	b'r'
dim_info	54
dim	[  3 256 256  48   1   1   1   1]
intent_p1	0.0
intent_p2	0.0
intent_p3	0.0
intent_code	0
datatype	4
bitpix	16
slice_start	0
pixdim	[-1.      0.9375  0.9375  3.      3.      0.      0.      0.    ]
vox_offset	0.0
scl_slope	nan
scl_inter	nan
slice_end	0
slice_code	0
xyzt_units	10
cal_max	0.0
cal_min	0.0
slice_duration	0.0
toffset	0.0
glmax	0
glmin	0
descrip	b'TE=12;Time=92154.680'
aux_file	b''
qform_code	1
sform_code	1
quatern_b	-0.0022393255
quatern_c	-0.9995681
quatern_d	-0.026095109
qoffset_x	121.15153
qoffset_y	-104.02556
qoffset_z	-68.46869
srow_x	[-9.3715751e-01  4.8490521e-03  7.9584360e-02  1.2115153e+02]
srow_y	[ 3.5447918e-03  9.3621379e-01 -1.5668182e-01 -1.0402556e+02]
srow_z	[ 2.5089292e-02  4.8851233e-02  2.9948428e+00 -6.8468689e+01]
intent_name	b''
magic	b'n+1'
