	0
sizeof_hdr	348
data_type	b''
db_name	b''
extents	0
session_error	0
regular	b'r'
dim_info	54
dim	[  3 256 256  48   1   1   1   1]
intent_p1	0.0
intent_p2	0.0
intent_p3	0.0
intent_code	0
datatype	4
bitpix	16
slice_start	0
pixdim	[-1.      0.9375  0.9375  3.      0.65    0.      0.      0.    ]
vox_offset	0.0
scl_slope	nan
scl_inter	nan
slice_end	0
slice_code	0
xyzt_units	10
cal_max	0.0
cal_min	0.0
slice_duration	0.0
toffset	0.0
glmax	0
glmin	0
descrip	b'TE=21;Time=120805.100'
aux_file	b''
qform_code	1
sform_code	1
quatern_b	0.031727836
quatern_c	0.99833614
quatern_d	0.04479105
qoffset_x	117.57535
qoffset_y	-132.05426
qoffset_z	-74.82699
srow_x	[-9.3502736e-01  5.7907034e-02 -1.1434815e-01  1.1757535e+02]
srow_y	[ 6.0874380e-02  9.3185079e-01 -2.6493549e-01 -1.3205426e+02]
srow_z	[-3.0404659e-02  8.4894449e-02  2.9860837e+00 -7.4826988e+01]
intent_name	b''
magic	b'n+1'
