	0
sizeof_hdr	348
data_type	b''
db_name	b''
extents	0
session_error	0
regular	b'r'
dim_info	54
dim	[  3 180 256 256   1   1   1   1]
intent_p1	0.0
intent_p2	0.0
intent_p3	0.0
intent_code	0
datatype	4
bitpix	16
slice_start	0
pixdim	[1.       1.       1.       1.       0.007287 0.       0.       0.      ]
vox_offset	0.0
scl_slope	nan
scl_inter	nan
slice_end	0
slice_code	0
xyzt_units	10
cal_max	0.0
cal_min	0.0
slice_duration	0.0
toffset	0.0
glmax	0
glmin	0
descrip	b'TE=3.3;Time=101307.200'
aux_file	b''
qform_code	1
sform_code	1
quatern_b	0.00929802
quatern_c	-0.012681266
quatern_d	0.0032319631
qoffset_x	-80.55572
qoffset_y	-111.30562
qoffset_z	-121.97453
srow_x	[ 9.9964905e-01 -6.6989143e-03 -2.5299164e-02 -8.0555717e+01]
srow_y	[ 6.2272195e-03  9.9980617e-01 -1.8675614e-02 -1.1130562e+02]
srow_z	[ 2.5419151e-02  1.8511672e-02  9.9950546e-01 -1.2197453e+02]
intent_name	b''
magic	b'n+1'
