	0
sizeof_hdr	348
data_type	b''
db_name	b''
extents	0
session_error	0
regular	b'r'
dim_info	54
dim	[  3 256 256  48   1   1   1   1]
intent_p1	0.0
intent_p2	0.0
intent_p3	0.0
intent_code	0
datatype	4
bitpix	16
slice_start	0
pixdim	[-1.      0.9375  0.9375  3.      9.      0.      0.      0.    ]
vox_offset	0.0
scl_slope	nan
scl_inter	nan
slice_end	0
slice_code	0
xyzt_units	10
cal_max	0.0
cal_min	0.0
slice_duration	0.0
toffset	0.0
glmax	0
glmin	0
descrip	b'TE=1.2e+02;Time=103445.795;phase=1'
aux_file	b''
qform_code	1
sform_code	1
quatern_b	-1.0207958e-10
quatern_c	-0.9953962
quatern_d	-0.09584576
qoffset_x	116.973366
qoffset_y	-104.028275
qoffset_z	-78.60572
srow_x	[-9.37500000e-01  1.92284438e-10  6.24500120e-17  1.16973366e+02]
srow_y	[ 1.88751653e-10  9.20275450e-01 -5.72426677e-01 -1.04028275e+02]
srow_z	[ 3.6689627e-11  1.7888343e-01  2.9448798e+00 -7.8605721e+01]
intent_name	b''
magic	b'n+1'
