	0
sizeof_hdr	348
data_type	b''
db_name	b''
extents	0
session_error	0
regular	b'r'
dim_info	57
dim	[ 3 64 64 42  1  1  1  1]
intent_p1	0.0
intent_p2	0.0
intent_p3	0.0
intent_code	0
datatype	4
bitpix	16
slice_start	0
pixdim	[-1.     3.5    3.5    3.5    0.444  0.     0.     0.   ]
vox_offset	0.0
scl_slope	nan
scl_inter	nan
slice_end	0
slice_code	0
xyzt_units	10
cal_max	0.0
cal_min	0.0
slice_duration	0.0
toffset	0.0
glmax	0
glmin	0
descrip	b'TE=7.4;Time=94953.800;phase=1'
aux_file	b''
qform_code	1
sform_code	1
quatern_b	0.0
quatern_c	0.9989306
quatern_d	0.046234734
qoffset_x	108.22018
qoffset_y	-85.81146
qoffset_z	-79.75395
srow_x	[ -3.5       0.       -0.      108.22018]
srow_y	[ -0.          3.4850364  -0.3232973 -85.81146  ]
srow_z	[  0.           0.32329702   3.4850392  -79.75395   ]
intent_name	b''
magic	b'n+1'
