	0
sizeof_hdr	348
data_type	b''
db_name	b''
extents	0
session_error	0
regular	b'r'
dim_info	57
dim	[ 3 64 64 42  1  1  1  1]
intent_p1	0.0
intent_p2	0.0
intent_p3	0.0
intent_code	0
datatype	4
bitpix	16
slice_start	0
pixdim	[-1.     3.5    3.5    3.5    0.444  0.     0.     0.   ]
vox_offset	0.0
scl_slope	nan
scl_inter	nan
slice_end	0
slice_code	0
xyzt_units	10
cal_max	0.0
cal_min	0.0
slice_duration	0.0
toffset	0.0
glmax	0
glmin	0
descrip	b'TE=7.4;Time=95718.898;phase=1'
aux_file	b''
qform_code	1
sform_code	1
quatern_b	-0.02782421
quatern_c	-0.99917245
quatern_d	-0.02943756
qoffset_x	103.27265
qoffset_y	-92.50957
qoffset_z	-81.37295
srow_x	[-3.4944847e+00  1.9537213e-01  2.0192930e-02  1.0327265e+02]
srow_y	[  0.19384444   3.4885147   -0.20661424 -92.50957   ]
srow_z	[ 3.1660020e-02  2.0517041e-01  3.4938357e+00 -8.1372948e+01]
intent_name	b''
magic	b'n+1'
