	0
sizeof_hdr	348
data_type	b''
db_name	b''
extents	0
session_error	0
regular	b'r'
dim_info	57
dim	[  4  64  64  40 300   1   1   1]
intent_p1	0.0
intent_p2	0.0
intent_p3	0.0
intent_code	0
datatype	4
bitpix	16
slice_start	0
pixdim	"[-1.         3.5        3.5        3.5        2.1100001  0.
  0.         0.       ]"
vox_offset	0.0
scl_slope	nan
scl_inter	nan
slice_end	0
slice_code	0
xyzt_units	10
cal_max	0.0
cal_min	0.0
slice_duration	0.0
toffset	0.0
glmax	0
glmin	0
descrip	b'TE=30;Time=92338.450'
aux_file	b''
qform_code	1
sform_code	1
quatern_b	-0.060277045
quatern_c	0.99778575
quatern_d	0.0014203262
qoffset_x	124.781906
qoffset_y	-77.66211
qoffset_z	-45.038395
srow_x	[ -3.469049    -0.42128417  -0.19549282 124.781906  ]
srow_y	[-4.2072588e-01  3.4745526e+00 -2.1766350e-02 -7.7662109e+01]
srow_z	[-1.9669139e-01 -1.9258155e-03  3.4944682e+00 -4.5038395e+01]
intent_name	b''
magic	b'n+1'
