	0
sizeof_hdr	348
data_type	b''
db_name	b''
extents	0
session_error	0
regular	b'r'
dim_info	54
dim	[  3 256 256  48   1   1   1   1]
intent_p1	0.0
intent_p2	0.0
intent_p3	0.0
intent_code	0
datatype	4
bitpix	16
slice_start	0
pixdim	[-1.      0.9375  0.9375  3.      9.      0.      0.      0.    ]
vox_offset	0.0
scl_slope	nan
scl_inter	nan
slice_end	0
slice_code	0
xyzt_units	10
cal_max	0.0
cal_min	0.0
slice_duration	0.0
toffset	0.0
glmax	0
glmin	0
descrip	b'TE=1.2e+02;Time=103509.232;phase=1'
aux_file	b''
qform_code	1
sform_code	1
quatern_b	0.0018493382
quatern_c	-0.99804866
quatern_d	-0.050694406
qoffset_x	120.898315
qoffset_y	-93.4924
qoffset_z	-83.21318
srow_x	[-9.35008049e-01  3.11143861e-10  2.18589798e-01  1.20898315e+02]
srow_y	[-6.9214851e-03  9.3267500e-01 -3.0316886e-01 -9.3492401e+01]
srow_z	[ 6.7957751e-02  9.4992779e-02  2.9766266e+00 -8.3213181e+01]
intent_name	b''
magic	b'n+1'
