	0
sizeof_hdr	348
data_type	b''
db_name	b''
extents	0
session_error	0
regular	b'r'
dim_info	57
dim	[  4  64  64  40 300   1   1   1]
intent_p1	0.0
intent_p2	0.0
intent_p3	0.0
intent_code	0
datatype	4
bitpix	16
slice_start	0
pixdim	[-1.    3.5   3.5   3.5   2.11  0.    0.    0.  ]
vox_offset	0.0
scl_slope	nan
scl_inter	nan
slice_end	0
slice_code	5
xyzt_units	10
cal_max	0.0
cal_min	0.0
slice_duration	0.0
toffset	0.0
glmax	0
glmin	0
descrip	b'TE=30;Time=152850.810;phase=1'
aux_file	b''
qform_code	1
sform_code	1
quatern_b	0.001721783
quatern_c	-0.9967962
quatern_d	-0.07677739
qoffset_x	111.04419
qoffset_y	-83.305695
qoffset_z	-88.24742
srow_x	[-3.4964812e+00  6.0410912e-08  1.5690145e-01  1.1104419e+02]
srow_y	[-2.4027795e-02  3.4587159e+00 -5.3545040e-01 -8.3305695e+01]
srow_z	[  0.15505074   0.5359892    3.4552386  -88.24742   ]
intent_name	b''
magic	b'n+1'
