	0
sizeof_hdr	348
data_type	b''
db_name	b''
extents	0
session_error	0
regular	b'r'
dim_info	54
dim	[  3 256 256  48   1   1   1   1]
intent_p1	0.0
intent_p2	0.0
intent_p3	0.0
intent_code	0
datatype	4
bitpix	16
slice_start	0
pixdim	[-1.      0.9375  0.9375  3.      3.      0.      0.      0.    ]
vox_offset	0.0
scl_slope	nan
scl_inter	nan
slice_end	0
slice_code	0
xyzt_units	10
cal_max	0.0
cal_min	0.0
slice_duration	0.0
toffset	0.0
glmax	0
glmin	0
descrip	b'TE=10;Time=150712.388;phase=1'
aux_file	b''
qform_code	1
sform_code	1
quatern_b	1.0245409e-10
quatern_c	0.99904823
quatern_d	-0.043619387
qoffset_x	119.393074
qoffset_y	-94.383514
qoffset_z	-61.873398
srow_x	[-9.37500000e-01  1.92284438e-10  1.09287691e-16  1.19393074e+02]
srow_y	[ 1.9155272e-10  9.3393254e-01  2.6146752e-01 -9.4383514e+01]
srow_z	[-1.6758657e-11 -8.1708513e-02  2.9885871e+00 -6.1873398e+01]
intent_name	b''
magic	b'n+1'
