	0
sizeof_hdr	348
data_type	b''
db_name	b''
extents	0
session_error	0
regular	b'r'
dim_info	54
dim	[  3 256 256  48   1   1   1   1]
intent_p1	0.0
intent_p2	0.0
intent_p3	0.0
intent_code	0
datatype	4
bitpix	16
slice_start	0
pixdim	[-1.      0.9375  0.9375  3.      9.      0.      0.      0.    ]
vox_offset	0.0
scl_slope	nan
scl_inter	nan
slice_end	0
slice_code	0
xyzt_units	10
cal_max	0.0
cal_min	0.0
slice_duration	0.0
toffset	0.0
glmax	0
glmin	0
descrip	b'TE=1.2e+02;Time=135841.180;phase=1'
aux_file	b''
qform_code	1
sform_code	1
quatern_b	-1.0178731e-10
quatern_c	-0.99254614
quatern_d	-0.12186935
qoffset_x	121.886696
qoffset_y	-67.97751
qoffset_z	-85.20967
srow_x	[-9.37500000e-01  1.92284438e-10 -4.16333965e-17  1.21886696e+02]
srow_y	[ 1.8657281e-10  9.0965223e-01 -7.2576624e-01 -6.7977509e+01]
srow_z	[ 4.6517814e-11  2.2680177e-01  2.9108894e+00 -8.5209671e+01]
intent_name	b''
magic	b'n+1'
