	0
sizeof_hdr	348
data_type	b''
db_name	b''
extents	0
session_error	0
regular	b'r'
dim_info	57
dim	[ 3 74 74 40  1  1  1  1]
intent_p1	0.0
intent_p2	0.0
intent_p3	0.0
intent_code	0
datatype	4
bitpix	16
slice_start	0
pixdim	"[-1.         3.0270271  3.0270271  3.5        0.476      0.
  0.         0.       ]"
vox_offset	0.0
scl_slope	nan
scl_inter	nan
slice_end	0
slice_code	0
xyzt_units	10
cal_max	0.0
cal_min	0.0
slice_duration	0.0
toffset	0.0
glmax	0
glmin	0
descrip	b'TE=7.4;Time=135322.860;phase=1'
aux_file	b''
qform_code	1
sform_code	1
quatern_b	5.0020707e-17
quatern_c	0.9995854
quatern_d	0.028793957
qoffset_x	113.81599
qoffset_y	-92.15167
qoffset_z	-83.489655
srow_x	[-3.0270271e+00  3.0270271e-16 -2.0147441e-17  1.1381599e+02]
srow_y	[ 3.0270271e-16  3.0220077e+00 -2.0147441e-01 -9.2151672e+01]
srow_z	[  0.           0.17424788   3.4942017  -83.489655  ]
intent_name	b''
magic	b'n+1'
