	0
sizeof_hdr	348
data_type	b''
db_name	b''
extents	0
session_error	0
regular	b'r'
dim_info	54
dim	[  3 180 256 256   1   1   1   1]
intent_p1	0.0
intent_p2	0.0
intent_p3	0.0
intent_code	0
datatype	4
bitpix	16
slice_start	0
pixdim	"[1.        1.        1.        1.        0.0073865 0.        0.
 0.       ]"
vox_offset	0.0
scl_slope	nan
scl_inter	nan
slice_end	0
slice_code	0
xyzt_units	10
cal_max	0.0
cal_min	0.0
slice_duration	0.0
toffset	0.0
glmax	0
glmin	0
descrip	b'TE=3.3;Time=114913.040'
aux_file	b''
qform_code	1
sform_code	1
quatern_b	0.009148531
quatern_c	0.02480771
quatern_d	0.04405821
qoffset_x	-83.42419
qoffset_y	-138.13464
qoffset_z	-154.47101
srow_x	[ 9.9488735e-01 -8.7546103e-02  5.0356012e-02 -8.3424187e+01]
srow_y	[ 8.8453963e-02  9.9595034e-01 -1.6086925e-02 -1.3813464e+02]
srow_z	[-4.8743762e-02  2.0458857e-02  9.9860173e-01 -1.5447101e+02]
intent_name	b''
magic	b'n+1'
