	0
sizeof_hdr	348
data_type	b''
db_name	b''
extents	0
session_error	0
regular	b'r'
dim_info	54
dim	[  3 180 256 256   1   1   1   1]
intent_p1	0.0
intent_p2	0.0
intent_p3	0.0
intent_code	0
datatype	4
bitpix	16
slice_start	0
pixdim	"[1.        1.        0.9995841 0.9995841 0.007251  0.        0.
 0.       ]"
vox_offset	0.0
scl_slope	nan
scl_inter	nan
slice_end	0
slice_code	0
xyzt_units	10
cal_max	0.0
cal_min	0.0
slice_duration	0.0
toffset	0.0
glmax	0
glmin	0
descrip	b'TE=3.3;Time=122708.270'
aux_file	b''
qform_code	1
sform_code	1
quatern_b	-0.001952529
quatern_c	-0.0033393805
quatern_d	0.007996155
qoffset_x	-84.38479
qoffset_y	-118.9218
qoffset_z	-179.39223
srow_x	[ 9.9984747e-01 -1.5971992e-02 -6.7069321e-03 -8.4384789e+01]
srow_y	[ 1.6004682e-02  9.9944866e-01  3.8498975e-03 -1.1892180e+02]
srow_z	[ 6.6472562e-03 -3.9566620e-03  9.9955416e-01 -1.7939223e+02]
intent_name	b''
magic	b'n+1'
