	0
sizeof_hdr	348
data_type	b''
db_name	b''
extents	0
session_error	0
regular	b'r'
dim_info	57
dim	[ 3 64 64 42  1  1  1  1]
intent_p1	0.0
intent_p2	0.0
intent_p3	0.0
intent_code	0
datatype	4
bitpix	16
slice_start	0
pixdim	[-1.     3.5    3.5    3.5    0.444  0.     0.     0.   ]
vox_offset	0.0
scl_slope	nan
scl_inter	nan
slice_end	0
slice_code	0
xyzt_units	10
cal_max	0.0
cal_min	0.0
slice_duration	0.0
toffset	0.0
glmax	0
glmin	0
descrip	b'TE=7.4;Time=103602.035;phase=1'
aux_file	b''
qform_code	1
sform_code	1
quatern_b	0.023834253
quatern_c	-0.9755767
quatern_d	-0.21810202
qoffset_x	118.24932
qoffset_y	-44.327744
qoffset_z	-120.06108
srow_x	[-3.4952283e+00 -1.4649366e-01  1.0917023e-01  1.1824932e+02]
srow_y	[ -0.17903632   3.163044    -1.4876485  -44.327744  ]
srow_z	[ 3.6394052e-02  1.4912050e+00  3.1662250e+00 -1.2006108e+02]
intent_name	b''
magic	b'n+1'
