	0
sizeof_hdr	348
data_type	b''
db_name	b''
extents	0
session_error	0
regular	b'r'
dim_info	54
dim	[  3 256 256  48   1   1   1   1]
intent_p1	0.0
intent_p2	0.0
intent_p3	0.0
intent_code	0
datatype	4
bitpix	16
slice_start	0
pixdim	[-1.      0.9375  0.9375  3.      9.      0.      0.      0.    ]
vox_offset	0.0
scl_slope	nan
scl_inter	nan
slice_end	0
slice_code	0
xyzt_units	10
cal_max	0.0
cal_min	0.0
slice_duration	0.0
toffset	0.0
glmax	0
glmin	0
descrip	b'TE=1.2e+02;Time=123908.830'
aux_file	b''
qform_code	1
sform_code	1
quatern_b	-0.0043092566
quatern_c	0.99986786
quatern_d	-0.009273463
qoffset_x	124.48818
qoffset_y	-115.54255
qoffset_z	-73.4435
srow_x	[-9.3716580e-01 -7.8590652e-03 -7.6049857e-02  1.2448818e+02]
srow_y	[-8.2985116e-03  9.3730390e-01  5.5306729e-02 -1.1554255e+02]
srow_z	[-2.3615714e-02 -1.7487546e-02  2.9985275e+00 -7.3443497e+01]
intent_name	b''
magic	b'n+1'
