	0
sizeof_hdr	348
data_type	b''
db_name	b''
extents	0
session_error	0
regular	b'r'
dim_info	54
dim	[  3 192 256 256   1   1   1   1]
intent_p1	0.0
intent_p2	0.0
intent_p3	0.0
intent_code	0
datatype	4
bitpix	16
slice_start	0
pixdim	[1.  1.  1.  1.  2.3 0.  0.  0. ]
vox_offset	0.0
scl_slope	nan
scl_inter	nan
slice_end	0
slice_code	0
xyzt_units	10
cal_max	0.0
cal_min	0.0
slice_duration	0.0
toffset	0.0
glmax	0
glmin	0
descrip	b'TE=3;Time=141706.408;phase=1'
aux_file	b''
qform_code	1
sform_code	1
quatern_b	0.0
quatern_c	0.0
quatern_d	-0.017452419
qoffset_x	-98.93917
qoffset_y	-88.04758
qoffset_z	-128.80722
srow_x	[ 9.993895e-01  3.489952e-02  0.000000e+00 -9.893917e+01]
srow_y	[-3.4899477e-02  9.9939084e-01  0.0000000e+00 -8.8047577e+01]
srow_z	[   0.         0.         1.      -128.80722]
intent_name	b''
magic	b'n+1'
