	0
sizeof_hdr	348
data_type	b''
db_name	b''
extents	0
session_error	0
regular	b'r'
dim_info	54
dim	[  3 256 256  48   1   1   1   1]
intent_p1	0.0
intent_p2	0.0
intent_p3	0.0
intent_code	0
datatype	4
bitpix	16
slice_start	0
pixdim	[-1.      0.9375  0.9375  3.      3.      0.      0.      0.    ]
vox_offset	0.0
scl_slope	nan
scl_inter	nan
slice_end	0
slice_code	0
xyzt_units	10
cal_max	0.0
cal_min	0.0
slice_duration	0.0
toffset	0.0
glmax	0
glmin	0
descrip	b'TE=10;Time=81752.438;phase=1'
aux_file	b''
qform_code	1
sform_code	1
quatern_b	-1.0155369e-10
quatern_c	-0.99026805
quatern_d	-0.13917312
qoffset_x	126.93997
qoffset_y	-88.86812
qoffset_z	-100.58703
srow_x	[-9.3750000e-01  1.9228444e-10  7.2858532e-17  1.2693997e+02]
srow_y	[ 1.8483572e-10  9.0118283e-01 -8.2691371e-01 -8.8868118e+01]
srow_z	[ 5.3000812e-11  2.5841004e-01  2.8837907e+00 -1.0058703e+02]
intent_name	b''
magic	b'n+1'
