	0
sizeof_hdr	348
data_type	b''
db_name	b''
extents	0
session_error	0
regular	b'r'
dim_info	57
dim	[ 3 74 74 45  1  1  1  1]
intent_p1	0.0
intent_p2	0.0
intent_p3	0.0
intent_code	0
datatype	4
bitpix	16
slice_start	0
pixdim	[-1.     3.     3.     3.3    0.476  0.     0.     0.   ]
vox_offset	0.0
scl_slope	nan
scl_inter	nan
slice_end	0
slice_code	0
xyzt_units	10
cal_max	0.0
cal_min	0.0
slice_duration	0.0
toffset	0.0
glmax	0
glmin	0
descrip	b'TE=7.4;Time=151411.655;phase=1'
aux_file	b''
qform_code	1
sform_code	1
quatern_b	1.0164856e-16
quatern_c	-0.9826128
quatern_d	-0.18566664
qoffset_x	108.48795
qoffset_y	-70.44972
qoffset_z	-103.37814
srow_x	[-3.0000000e+00 -6.0000002e-16  2.4081843e-16  1.0848795e+02]
srow_y	[-6.0000002e-16  2.7931674e+00 -1.2040921e+00 -7.0449722e+01]
srow_z	[   0.           1.0946305    3.0724807 -103.37814  ]
intent_name	b''
magic	b'n+1'
