	0
sizeof_hdr	348
data_type	b''
db_name	b''
extents	0
session_error	0
regular	b'r'
dim_info	54
dim	[  3 256 256  48   1   1   1   1]
intent_p1	0.0
intent_p2	0.0
intent_p3	0.0
intent_code	0
datatype	4
bitpix	16
slice_start	0
pixdim	[-1.      0.9375  0.9375  3.      3.      0.      0.      0.    ]
vox_offset	0.0
scl_slope	nan
scl_inter	nan
slice_end	0
slice_code	0
xyzt_units	10
cal_max	0.0
cal_min	0.0
slice_duration	0.0
toffset	0.0
glmax	0
glmin	0
descrip	b'TE=12;Time=90615.180'
aux_file	b''
qform_code	1
sform_code	1
quatern_b	0.02043938
quatern_c	-0.9981388
quatern_d	-0.057069995
qoffset_x	123.50827
qoffset_y	-91.07695
qoffset_z	-50.62473
srow_x	[-9.3663377e-01 -3.7540827e-02  4.6829697e-02  1.2350827e+02]
srow_y	[-3.8964193e-02  9.3060982e-01 -3.4096703e-01 -9.1076950e+01]
srow_z	[ 1.0259996e-02  1.0706196e-01  2.9801929e+00 -5.0624729e+01]
intent_name	b''
magic	b'n+1'
