	0
sizeof_hdr	348
data_type	b''
db_name	b''
extents	0
session_error	0
regular	b'r'
dim_info	57
dim	[ 4 74 74 41  4  1  1  1]
intent_p1	0.0
intent_p2	0.0
intent_p3	0.0
intent_code	0
datatype	4
bitpix	16
slice_start	0
pixdim	[-1.   3.   3.   3.3  2.5  0.   0.   0. ]
vox_offset	0.0
scl_slope	nan
scl_inter	nan
slice_end	0
slice_code	2
xyzt_units	10
cal_max	0.0
cal_min	0.0
slice_duration	0.0
toffset	0.0
glmax	0
glmin	0
descrip	b'TE=25;Time=145146.568;phase=0'
aux_file	b''
qform_code	1
sform_code	1
quatern_b	0.0038398306
quatern_c	-0.96953946
quatern_d	-0.24443112
qoffset_x	110.73873
qoffset_y	-57.22928
qoffset_z	-91.998535
srow_x	[-2.99851966e+00 -1.23630421e-08  1.03655435e-01  1.10738731e+02]
srow_y	[-4.4674397e-02  2.6414320e+00 -1.5637190e+00 -5.7229279e+01]
srow_z	[ 8.2969330e-02  1.4222646e+00  2.9041417e+00 -9.1998535e+01]
intent_name	b''
magic	b'n+1'
