	0
sizeof_hdr	348
data_type	b''
db_name	b''
extents	0
session_error	0
regular	b'r'
dim_info	57
dim	[ 3 74 74 45  1  1  1  1]
intent_p1	0.0
intent_p2	0.0
intent_p3	0.0
intent_code	0
datatype	4
bitpix	16
slice_start	0
pixdim	[-1.     3.     3.     3.3    0.476  0.     0.     0.   ]
vox_offset	0.0
scl_slope	nan
scl_inter	nan
slice_end	0
slice_code	0
xyzt_units	10
cal_max	0.0
cal_min	0.0
slice_duration	0.0
toffset	0.0
glmax	0
glmin	0
descrip	b'TE=7.4;Time=101843.098;phase=1'
aux_file	b''
qform_code	1
sform_code	1
quatern_b	5.0725167e-17
quatern_c	0.9848077
quatern_d	0.17364818
qoffset_x	115.30801
qoffset_y	-73.96979
qoffset_z	-99.71457
srow_x	[-3.0000000e+00  3.0000001e-16 -1.1286681e-16  1.1530801e+02]
srow_y	[ 3.0000001e-16  2.8190780e+00 -1.1286681e+00 -7.3969788e+01]
srow_z	[  0.          1.0260605   3.1009898 -99.71457  ]
intent_name	b''
magic	b'n+1'
