	0
sizeof_hdr	348
data_type	b''
db_name	b''
extents	0
session_error	0
regular	b'r'
dim_info	57
dim	[  4  80  80  41 310   1   1   1]
intent_p1	0.0
intent_p2	0.0
intent_p3	0.0
intent_code	0
datatype	4
bitpix	16
slice_start	0
pixdim	"[-1.        3.        3.        3.3       2.499999  0.        0.
  0.      ]"
vox_offset	0.0
scl_slope	nan
scl_inter	nan
slice_end	0
slice_code	0
xyzt_units	10
cal_max	0.0
cal_min	0.0
slice_duration	0.0
toffset	0.0
glmax	0
glmin	0
descrip	b'TE=25;Time=120518.710'
aux_file	b''
qform_code	1
sform_code	1
quatern_b	0.00021246128
quatern_c	-0.97001415
quatern_d	-0.24296018
qoffset_x	117.43084
qoffset_y	-80.90112
qoffset_z	-81.87772
srow_x	[-2.9997427e+00  8.3058728e-03  4.2248439e-02  1.1743084e+02]
srow_y	[-1.0778958e-02  2.6458218e+00 -1.5554458e+00 -8.0901123e+01]
srow_z	[ 3.7788205e-02  1.4140573e+00  2.9101241e+00 -8.1877724e+01]
intent_name	b''
magic	b'n+1'
