	0
sizeof_hdr	348
data_type	b''
db_name	b''
extents	0
session_error	0
regular	b'r'
dim_info	57
dim	[  4 128 128  70  31   1   1   1]
intent_p1	0.0
intent_p2	0.0
intent_p3	0.0
intent_code	0
datatype	4
bitpix	16
slice_start	0
pixdim	[-1.   2.   2.   2.   9.4  0.   0.   0. ]
vox_offset	0.0
scl_slope	nan
scl_inter	nan
slice_end	0
slice_code	5
xyzt_units	10
cal_max	0.0
cal_min	0.0
slice_duration	0.0
toffset	0.0
glmax	0
glmin	0
descrip	b'TE=96;Time=101741.335;phase=1'
aux_file	b''
qform_code	1
sform_code	1
quatern_b	0.0019325594
quatern_c	-0.9770437
quatern_d	-0.21284561
qoffset_x	131.50081
qoffset_y	-74.546875
qoffset_z	-116.119125
srow_x	[-1.9996703e+00  6.2443561e-08  3.6315817e-02  1.3150081e+02]
srow_y	[-1.5105622e-02  1.8187721e+00 -8.3176923e-01 -7.4546875e+01]
srow_z	[ 3.30251232e-02  8.31906378e-01  1.81847227e+00 -1.16119125e+02]
intent_name	b''
magic	b'n+1'
