	0
sizeof_hdr	348
data_type	b''
db_name	b''
extents	0
session_error	0
regular	b'r'
dim_info	54
dim	[  3 256 256  24   1   1   1   1]
intent_p1	0.0
intent_p2	0.0
intent_p3	0.0
intent_code	0
datatype	4
bitpix	16
slice_start	0
pixdim	[-1.      0.9375  0.9375  3.      9.      0.      0.      0.    ]
vox_offset	0.0
scl_slope	nan
scl_inter	nan
slice_end	0
slice_code	0
xyzt_units	10
cal_max	0.0
cal_min	0.0
slice_duration	0.0
toffset	0.0
glmax	0
glmin	0
descrip	b'TE=1.2e+02;Time=120135.860'
aux_file	b''
qform_code	1
sform_code	1
quatern_b	0.034515783
quatern_c	0.97144777
quatern_d	0.23445792
qoffset_x	117.57535
qoffset_y	-94.401634
qoffset_z	-114.293655
srow_x	[-9.35027361e-01  5.79070337e-02 -1.14348315e-01  1.17575348e+02]
srow_y	[ 6.7831516e-02  8.3219653e-01 -1.3642431e+00 -9.4401634e+01]
srow_z	[-5.38700121e-03  4.27787304e-01  2.66941047e+00 -1.14293655e+02]
intent_name	b''
magic	b'n+1'
