	0
sizeof_hdr	348
data_type	b''
db_name	b''
extents	0
session_error	0
regular	b'r'
dim_info	54
dim	[  3 256 256  48   1   1   1   1]
intent_p1	0.0
intent_p2	0.0
intent_p3	0.0
intent_code	0
datatype	4
bitpix	16
slice_start	0
pixdim	[-1.      0.9375  0.9375  3.      0.65    0.      0.      0.    ]
vox_offset	0.0
scl_slope	nan
scl_inter	nan
slice_end	0
slice_code	0
xyzt_units	10
cal_max	0.0
cal_min	0.0
slice_duration	0.0
toffset	0.0
glmax	0
glmin	0
descrip	b'TE=20;Time=144815.725;phase=1'
aux_file	b''
qform_code	1
sform_code	1
quatern_b	-9.99233e-11
quatern_c	-0.97437006
quatern_d	-0.22495106
qoffset_x	123.32155
qoffset_y	-76.97966
qoffset_z	-102.280045
srow_x	[-9.3750000e-01  1.9228444e-10 -2.0816705e-17  1.2332155e+02]
srow_y	[ 1.728241e-10  8.426194e-01 -1.315115e+00 -7.697966e+01]
srow_z	[ 8.42919345e-11  4.10972953e-01  2.69638515e+00 -1.02280045e+02]
intent_name	b''
magic	b'n+1'
