	0
sizeof_hdr	348
data_type	b''
db_name	b''
extents	0
session_error	0
regular	b'r'
dim_info	54
dim	[  3 256 256  48   1   1   1   1]
intent_p1	0.0
intent_p2	0.0
intent_p3	0.0
intent_code	0
datatype	4
bitpix	16
slice_start	0
pixdim	[-1.      0.9375  0.9375  3.      3.      0.      0.      0.    ]
vox_offset	0.0
scl_slope	nan
scl_inter	nan
slice_end	0
slice_code	0
xyzt_units	10
cal_max	0.0
cal_min	0.0
slice_duration	0.0
toffset	0.0
glmax	0
glmin	0
descrip	b'TE=12;Time=113640.690'
aux_file	b''
qform_code	1
sform_code	1
quatern_b	-0.025208665
quatern_c	-0.9949457
quatern_d	-0.09657138
qoffset_x	115.86057
qoffset_y	-120.80394
qoffset_z	-66.60397
srow_x	[-9.3608069e-01  4.9023099e-02  5.1190533e-02  1.1586057e+02]
srow_y	[ 4.5031596e-02  9.1882217e-01 -5.7816672e-01 -1.2080394e+02]
srow_z	[ 2.5126178e-02  1.7963521e-01  2.9433146e+00 -6.6603973e+01]
intent_name	b''
magic	b'n+1'
