	0
sizeof_hdr	348
data_type	b''
db_name	b''
extents	0
session_error	0
regular	b'r'
dim_info	54
dim	[  3 256 256  48   1   1   1   1]
intent_p1	0.0
intent_p2	0.0
intent_p3	0.0
intent_code	0
datatype	4
bitpix	16
slice_start	0
pixdim	[-1.      0.9375  0.9375  3.      9.      0.      0.      0.    ]
vox_offset	0.0
scl_slope	nan
scl_inter	nan
slice_end	0
slice_code	0
xyzt_units	10
cal_max	0.0
cal_min	0.0
slice_duration	0.0
toffset	0.0
glmax	0
glmin	0
descrip	b'TE=1.2e+02;Time=114025.250'
aux_file	b''
qform_code	1
sform_code	1
quatern_b	-0.013796154
quatern_c	0.9995796
quatern_d	0.024076587
qoffset_x	127.61283
qoffset_y	-118.892525
qoffset_z	-65.336914
srow_x	[-9.3701059e-01 -2.6236400e-02 -4.8423234e-02  1.2761283e+02]
srow_y	[-2.54774243e-02  9.36056197e-01 -1.45094603e-01 -1.18892525e+02]
srow_z	[-1.6377877e-02  4.4907168e-02  2.9960976e+00 -6.5336914e+01]
intent_name	b''
magic	b'n+1'
