	0
sizeof_hdr	348
data_type	b''
db_name	b''
extents	0
session_error	0
regular	b'r'
dim_info	57
dim	[ 3 64 64 42  1  1  1  1]
intent_p1	0.0
intent_p2	0.0
intent_p3	0.0
intent_code	0
datatype	4
bitpix	16
slice_start	0
pixdim	[-1.     3.5    3.5    3.5    0.444  0.     0.     0.   ]
vox_offset	0.0
scl_slope	nan
scl_inter	nan
slice_end	0
slice_code	0
xyzt_units	10
cal_max	0.0
cal_min	0.0
slice_duration	0.0
toffset	0.0
glmax	0
glmin	0
descrip	b'TE=7.4;Time=151653.293;phase=1'
aux_file	b''
qform_code	1
sform_code	1
quatern_b	0.0014843276
quatern_c	-0.99611866
quatern_d	-0.08632503
qoffset_x	109.73015
qoffset_y	-86.481705
qoffset_z	-91.87172
srow_x	[-3.4979310e+00  2.2056605e-07  1.2032960e-01  1.0973015e+02]
srow_y	[-2.0700151e-02  3.4478204e+00 -6.0175264e-01 -8.6481705e+01]
srow_z	[  0.11853555   0.60210776   3.445787   -91.87172   ]
intent_name	b''
magic	b'n+1'
