	0
sizeof_hdr	348
data_type	b''
db_name	b''
extents	0
session_error	0
regular	b'r'
dim_info	57
dim	[ 4 74 74 41  4  1  1  1]
intent_p1	0.0
intent_p2	0.0
intent_p3	0.0
intent_code	0
datatype	4
bitpix	16
slice_start	0
pixdim	[-1.   3.   3.   3.3  2.5  0.   0.   0. ]
vox_offset	0.0
scl_slope	nan
scl_inter	nan
slice_end	0
slice_code	2
xyzt_units	10
cal_max	0.0
cal_min	0.0
slice_duration	0.0
toffset	0.0
glmax	0
glmin	0
descrip	b'TE=25;Time=151322.240;phase=1'
aux_file	b''
qform_code	1
sform_code	1
quatern_b	-0.016772125
quatern_c	-0.96087444
quatern_d	-0.276434
qoffset_x	106.44817
qoffset_y	-43.40457
qoffset_z	-112.019966
srow_x	[-2.99817252e+00  1.04698494e-01 -1.84401863e-08  1.06448174e+02]
srow_y	[  0.0886924   2.5398178  -1.7536154 -43.40457  ]
srow_z	[ 5.56366220e-02  1.59322464e+00  2.79550242e+00 -1.12019966e+02]
intent_name	b''
magic	b'n+1'
