	0
sizeof_hdr	348
data_type	b''
db_name	b''
extents	0
session_error	0
regular	b'r'
dim_info	54
dim	[  3 256 256  48   1   1   1   1]
intent_p1	0.0
intent_p2	0.0
intent_p3	0.0
intent_code	0
datatype	4
bitpix	16
slice_start	0
pixdim	[-1.      0.9375  0.9375  3.      0.65    0.      0.      0.    ]
vox_offset	0.0
scl_slope	nan
scl_inter	nan
slice_end	0
slice_code	0
xyzt_units	10
cal_max	0.0
cal_min	0.0
slice_duration	0.0
toffset	0.0
glmax	0
glmin	0
descrip	b'TE=21;Time=133228.830'
aux_file	b''
qform_code	1
sform_code	1
quatern_b	-0.012233841
quatern_c	0.9981006
quatern_d	0.060177464
qoffset_x	123.16663
qoffset_y	-107.228424
qoffset_z	-69.25727
srow_x	[-9.3717402e-01 -2.3449747e-02 -2.5032209e-02  1.2316663e+02]
srow_y	[-2.23400183e-02  9.30429339e-01 -3.60739768e-01 -1.07228424e+02]
srow_z	[-1.0583323e-02  1.1250562e-01  2.9781256e+00 -6.9257271e+01]
intent_name	b''
magic	b'n+1'
