	0
sizeof_hdr	348
data_type	b''
db_name	b''
extents	0
session_error	0
regular	b'r'
dim_info	57
dim	[  3 128 128  70   1   1   1   1]
intent_p1	0.0
intent_p2	0.0
intent_p3	0.0
intent_code	0
datatype	4
bitpix	16
slice_start	0
pixdim	"[-1.        2.        2.        2.       10.365082  0.        0.
  0.      ]"
vox_offset	0.0
scl_slope	nan
scl_inter	nan
slice_end	0
slice_code	0
xyzt_units	10
cal_max	0.0
cal_min	0.0
slice_duration	0.0
toffset	0.0
glmax	0
glmin	0
descrip	b'TE=1.1e+02;Time=120942.700'
aux_file	b''
qform_code	1
sform_code	1
quatern_b	0.019126179
quatern_c	-0.97133625
quatern_d	-0.23692209
qoffset_x	130.11996
qoffset_y	-81.75992
qoffset_z	-126.81169
srow_x	[-1.9985048e+00 -7.1633570e-02  2.9105945e-02  1.3011996e+02]
srow_y	[-7.6990038e-02  1.7740085e+00 -9.2030859e-01 -8.1759918e+01]
srow_z	[-7.1453918e-03  9.2074025e-01  1.7754412e+00 -1.2681169e+02]
intent_name	b''
magic	b'n+1'
