	0
sizeof_hdr	348
data_type	b''
db_name	b''
extents	0
session_error	0
regular	b'r'
dim_info	54
dim	[  3 256 256  48   1   1   1   1]
intent_p1	0.0
intent_p2	0.0
intent_p3	0.0
intent_code	0
datatype	4
bitpix	16
slice_start	0
pixdim	[-1.      0.9375  0.9375  3.      3.      0.      0.      0.    ]
vox_offset	0.0
scl_slope	nan
scl_inter	nan
slice_end	0
slice_code	0
xyzt_units	10
cal_max	0.0
cal_min	0.0
slice_duration	0.0
toffset	0.0
glmax	0
glmin	0
descrip	b'TE=12;Time=102547.650'
aux_file	b''
qform_code	1
sform_code	1
quatern_b	-0.015996026
quatern_c	-0.998143
quatern_d	0.03432565
qoffset_x	108.27869
qoffset_y	-122.913795
qoffset_z	-49.707207
srow_x	[-9.3275201e-01  2.6866106e-02  2.8903255e-01  1.0827869e+02]
srow_y	[ 3.30076031e-02  9.34811056e-01  2.00992182e-01 -1.22913795e+02]
srow_z	[  0.08826368  -0.06567207   2.979271   -49.707207  ]
intent_name	b''
magic	b'n+1'
