	0
sizeof_hdr	348
data_type	b''
db_name	b''
extents	0
session_error	0
regular	b'r'
dim_info	57
dim	[  4 128 128  70  33   1   1   1]
intent_p1	0.0
intent_p2	0.0
intent_p3	0.0
intent_code	0
datatype	4
bitpix	16
slice_start	0
pixdim	"[-1.        2.        2.        2.       10.005625  0.        0.
  0.      ]"
vox_offset	0.0
scl_slope	nan
scl_inter	nan
slice_end	0
slice_code	0
xyzt_units	10
cal_max	0.0
cal_min	0.0
slice_duration	0.0
toffset	0.0
glmax	0
glmin	0
descrip	b'TE=1e+02;Time=152234.390'
aux_file	b''
qform_code	1
sform_code	1
quatern_b	0.02256794
quatern_c	-0.99180955
quatern_d	-0.12307375
qoffset_x	129.63124
qoffset_y	-93.93138
qoffset_z	-73.58316
srow_x	[-1.99533308e+00 -7.69098327e-02  1.12831056e-01  1.29631241e+02]
srow_y	[ -0.10215496   1.9373741   -0.48594844 -93.93138   ]
srow_z	[  0.09061085   0.49057743   1.9367824  -73.58316   ]
intent_name	b''
magic	b'n+1'
