	0
sizeof_hdr	348
data_type	b''
db_name	b''
extents	0
session_error	0
regular	b'r'
dim_info	54
dim	[  3 256 256  48   1   1   1   1]
intent_p1	0.0
intent_p2	0.0
intent_p3	0.0
intent_code	0
datatype	4
bitpix	16
slice_start	0
pixdim	[-1.      0.9375  0.9375  3.      9.      0.      0.      0.    ]
vox_offset	0.0
scl_slope	nan
scl_inter	nan
slice_end	0
slice_code	0
xyzt_units	10
cal_max	0.0
cal_min	0.0
slice_duration	0.0
toffset	0.0
glmax	0
glmin	0
descrip	b'TE=1.2e+02;Time=85401.585;phase=1'
aux_file	b''
qform_code	1
sform_code	1
quatern_b	-1.023019e-10
quatern_c	-0.9975641
quatern_d	-0.06975647
qoffset_x	120.0
qoffset_y	-88.62782
qoffset_z	-64.67406
srow_x	[-9.3750000e-01  1.9228444e-10  5.7245855e-17  1.2000000e+02]
srow_y	[ 1.9041320e-10  9.2837632e-01 -4.1751915e-01 -8.8627823e+01]
srow_z	[ 2.6760845e-11  1.3047478e-01  2.9708033e+00 -6.4674057e+01]
intent_name	b''
magic	b'n+1'
