	0
sizeof_hdr	348
data_type	b''
db_name	b''
extents	0
session_error	0
regular	b'r'
dim_info	54
dim	[  3 256 256  48   1   1   1   1]
intent_p1	0.0
intent_p2	0.0
intent_p3	0.0
intent_code	0
datatype	4
bitpix	16
slice_start	0
pixdim	[-1.      0.9375  0.9375  3.      0.65    0.      0.      0.    ]
vox_offset	0.0
scl_slope	nan
scl_inter	nan
slice_end	0
slice_code	0
xyzt_units	10
cal_max	0.0
cal_min	0.0
slice_duration	0.0
toffset	0.0
glmax	0
glmin	0
descrip	b'TE=20;Time=154837.400;phase=1'
aux_file	b''
qform_code	1
sform_code	1
quatern_b	-1.0065043e-10
quatern_c	-0.9814603
quatern_d	-0.19166556
qoffset_x	123.0524
qoffset_y	-72.7784
qoffset_z	-109.40992
srow_x	[-9.3750000e-01  1.9228444e-10  4.1633400e-17  1.2305240e+02]
srow_y	[ 1.7815706e-10  8.6862057e-01 -1.1286738e+00 -7.2778397e+01]
srow_z	[ 7.2342091e-11  3.5271025e-01  2.7795882e+00 -1.0940992e+02]
intent_name	b''
magic	b'n+1'
