	0
sizeof_hdr	348
data_type	b''
db_name	b''
extents	0
session_error	0
regular	b'r'
dim_info	54
dim	[  3 256 256  48   1   1   1   1]
intent_p1	0.0
intent_p2	0.0
intent_p3	0.0
intent_code	0
datatype	4
bitpix	16
slice_start	0
pixdim	[-1.      0.9375  0.9375  3.      3.      0.      0.      0.    ]
vox_offset	0.0
scl_slope	nan
scl_inter	nan
slice_end	0
slice_code	0
xyzt_units	10
cal_max	0.0
cal_min	0.0
slice_duration	0.0
toffset	0.0
glmax	0
glmin	0
descrip	b'TE=10;Time=140518.587;phase=1'
aux_file	b''
qform_code	1
sform_code	1
quatern_b	0.0011253423
quatern_c	-0.99725497
quatern_d	-0.07239427
qoffset_x	119.61735
qoffset_y	-94.144196
qoffset_z	-70.87474
srow_x	[-9.3704706e-01  2.4461128e-10  9.3245260e-02  1.1961735e+02]
srow_y	[-4.2084497e-03  9.2767090e-01 -4.3306854e-01 -9.4144196e+01]
srow_z	[ 2.8833641e-02  1.3539936e-01  2.9671123e+00 -7.0874741e+01]
intent_name	b''
magic	b'n+1'
