	0
sizeof_hdr	348
data_type	b''
db_name	b''
extents	0
session_error	0
regular	b'r'
dim_info	54
dim	[  3 256 256  48   1   1   1   1]
intent_p1	0.0
intent_p2	0.0
intent_p3	0.0
intent_code	0
datatype	4
bitpix	16
slice_start	0
pixdim	[-1.      0.9375  0.9375  3.      3.      0.      0.      0.    ]
vox_offset	0.0
scl_slope	nan
scl_inter	nan
slice_end	0
slice_code	0
xyzt_units	10
cal_max	0.0
cal_min	0.0
slice_duration	0.0
toffset	0.0
glmax	0
glmin	0
descrip	b'TE=10;Time=160454.375;phase=1'
aux_file	b''
qform_code	1
sform_code	1
quatern_b	-1.0204466e-10
quatern_c	-0.99505556
quatern_d	-0.099319756
qoffset_x	114.236885
qoffset_y	-91.25246
qoffset_z	-69.59025
srow_x	[-9.37500000e-01  1.92284438e-10 -2.08166916e-17  1.14236885e+02]
srow_y	[ 1.8849095e-10  9.1900420e-01 -5.9297234e-01 -9.1252457e+01]
srow_z	[ 3.8006438e-11  1.8530376e-01  2.9408150e+00 -6.9590248e+01]
intent_name	b''
magic	b'n+1'
