	0
sizeof_hdr	348
data_type	b''
db_name	b''
extents	0
session_error	0
regular	b'r'
dim_info	57
dim	[  4  74  74  41 310   1   1   1]
intent_p1	0.0
intent_p2	0.0
intent_p3	0.0
intent_code	0
datatype	4
bitpix	16
slice_start	0
pixdim	[-1.   3.   3.   3.3  2.5  0.   0.   0. ]
vox_offset	0.0
scl_slope	nan
scl_inter	nan
slice_end	0
slice_code	2
xyzt_units	10
cal_max	0.0
cal_min	0.0
slice_duration	0.0
toffset	0.0
glmax	0
glmin	0
descrip	b'TE=25;Time=111131.440;phase=1'
aux_file	b''
qform_code	1
sform_code	1
quatern_b	0.0
quatern_c	0.98768836
quatern_d	0.15643443
qoffset_x	109.795166
qoffset_y	-70.37201
qoffset_z	-85.112236
srow_x	[ -3.         0.        -0.       109.795166]
srow_y	[ -0.          2.8531697  -1.019756  -70.37201  ]
srow_z	[  0.           0.92705095   3.1384866  -85.112236  ]
intent_name	b''
magic	b'n+1'
