	0
sizeof_hdr	348
data_type	b''
db_name	b''
extents	0
session_error	0
regular	b'r'
dim_info	57
dim	[  4  64  64  39 300   1   1   1]
intent_p1	0.0
intent_p2	0.0
intent_p3	0.0
intent_code	0
datatype	4
bitpix	16
slice_start	0
pixdim	"[-1.         3.5        3.5        3.5        2.1099987  0.
  0.         0.       ]"
vox_offset	0.0
scl_slope	nan
scl_inter	nan
slice_end	0
slice_code	0
xyzt_units	10
cal_max	0.0
cal_min	0.0
slice_duration	0.0
toffset	0.0
glmax	0
glmin	0
descrip	b'TE=30;Time=133843.770'
aux_file	b''
qform_code	1
sform_code	1
quatern_b	-0.017200513
quatern_c	0.9893234
quatern_d	0.1391302
qoffset_x	120.33922
qoffset_y	-94.59395
qoffset_z	-86.28034
srow_x	[ -3.4868257   -0.157906    -0.25906008 120.33922   ]
srow_y	[-8.0330171e-02  3.3624284e+00 -9.6830791e-01 -9.4593948e+01]
srow_z	[ -0.29256386   0.958718     3.3533936  -86.28034   ]
intent_name	b''
magic	b'n+1'
