	0
sizeof_hdr	348
data_type	b''
db_name	b''
extents	0
session_error	0
regular	b'r'
dim_info	54
dim	[  3 256 256  48   1   1   1   1]
intent_p1	0.0
intent_p2	0.0
intent_p3	0.0
intent_code	0
datatype	4
bitpix	16
slice_start	0
pixdim	[-1.      0.9375  0.9375  3.      3.      0.      0.      0.    ]
vox_offset	0.0
scl_slope	nan
scl_inter	nan
slice_end	0
slice_code	0
xyzt_units	10
cal_max	0.0
cal_min	0.0
slice_duration	0.0
toffset	0.0
glmax	0
glmin	0
descrip	b'TE=10;Time=91944.182;phase=1'
aux_file	b''
qform_code	1
sform_code	1
quatern_b	-0.026608225
quatern_c	-0.9991719
quatern_d	0.025749855
qoffset_x	112.06395
qoffset_y	-104.5426
qoffset_z	-55.922382
srow_x	[-9.35639083e-01  4.90347669e-02  1.05227426e-01  1.12063950e+02]
srow_y	[ 5.0663445e-02  9.3492925e-01  1.5167847e-01 -1.0454260e+02]
srow_z	[ 3.0314218e-02 -4.9082484e-02  2.9943156e+00 -5.5922382e+01]
intent_name	b''
magic	b'n+1'
