	0
sizeof_hdr	348
data_type	b''
db_name	b''
extents	0
session_error	0
regular	b'r'
dim_info	54
dim	[  3 192 256 256   1   1   1   1]
intent_p1	0.0
intent_p2	0.0
intent_p3	0.0
intent_code	0
datatype	4
bitpix	16
slice_start	0
pixdim	[1.  1.  1.  1.  2.3 0.  0.  0. ]
vox_offset	0.0
scl_slope	nan
scl_inter	nan
slice_end	0
slice_code	0
xyzt_units	10
cal_max	0.0
cal_min	0.0
slice_duration	0.0
toffset	0.0
glmax	0
glmin	0
descrip	b'TE=3;Time=132806.740;phase=1'
aux_file	b''
qform_code	1
sform_code	1
quatern_b	-3.3423305e-05
quatern_c	-0.011345699
quatern_d	-0.018321767
qoffset_x	-100.446655
qoffset_y	-107.506775
qoffset_z	-138.8049
srow_x	[ 9.99068618e-01  3.66357826e-02 -2.26849038e-02 -1.00446655e+02]
srow_y	[-3.66341732e-02  9.99328613e-01  4.82577627e-04 -1.07506775e+02]
srow_z	[ 2.2687295e-02  3.4891546e-04  9.9974257e-01 -1.3880490e+02]
intent_name	b''
magic	b'n+1'
