	0
sizeof_hdr	348
data_type	b''
db_name	b''
extents	0
session_error	0
regular	b'r'
dim_info	57
dim	[  3 128 128  70   1   1   1   1]
intent_p1	0.0
intent_p2	0.0
intent_p3	0.0
intent_code	0
datatype	4
bitpix	16
slice_start	0
pixdim	[-1.   2.   2.   2.   9.4  0.   0.   0. ]
vox_offset	0.0
scl_slope	nan
scl_inter	nan
slice_end	0
slice_code	0
xyzt_units	10
cal_max	0.0
cal_min	0.0
slice_duration	0.0
toffset	0.0
glmax	0
glmin	0
descrip	b'TE=96;Time=94428.357;phase=1'
aux_file	b''
qform_code	1
sform_code	1
quatern_b	-0.02782421
quatern_c	-0.99917245
quatern_d	-0.02943756
qoffset_x	118.28644
qoffset_y	-111.000626
qoffset_z	-79.79838
srow_x	[-1.9968483e+00  1.1164122e-01  1.1538867e-02  1.1828644e+02]
srow_y	[ 1.10768251e-01  1.99343693e+00 -1.18065797e-01 -1.11000626e+02]
srow_z	[ 1.80914402e-02  1.17240235e-01  1.99648619e+00 -7.97983780e+01]
intent_name	b''
magic	b'n+1'
