	0
sizeof_hdr	348
data_type	b''
db_name	b''
extents	0
session_error	0
regular	b'r'
dim_info	57
dim	[  4  80  80  41 288   1   1   1]
intent_p1	0.0
intent_p2	0.0
intent_p3	0.0
intent_code	0
datatype	4
bitpix	16
slice_start	0
pixdim	"[-1.         3.         3.         3.3        2.5000002  0.
  0.         0.       ]"
vox_offset	0.0
scl_slope	nan
scl_inter	nan
slice_end	0
slice_code	0
xyzt_units	10
cal_max	0.0
cal_min	0.0
slice_duration	0.0
toffset	0.0
glmax	0
glmin	0
descrip	b'TE=25;Time=123026.590'
aux_file	b''
qform_code	1
sform_code	1
quatern_b	-0.044777386
quatern_c	0.96706676
quatern_d	0.25055063
qoffset_x	129.28766
qoffset_y	-60.079178
qoffset_z	-117.09993
srow_x	[-2.9879620e+00 -2.6152325e-01  6.6798270e-02  1.2928766e+02]
srow_y	[ -0.25810942   2.6113162   -1.5995085  -60.079178  ]
srow_z	[-7.3902264e-02  1.4534900e+00  2.8856697e+00 -1.1709993e+02]
intent_name	b''
magic	b'n+1'
