	0
sizeof_hdr	348
data_type	b''
db_name	b''
extents	0
session_error	0
regular	b'r'
dim_info	57
dim	[ 3 74 74 40  1  1  1  1]
intent_p1	0.0
intent_p2	0.0
intent_p3	0.0
intent_code	0
datatype	4
bitpix	16
slice_start	0
pixdim	"[-1.         3.0270271  3.0270271  3.5        0.476      0.
  0.         0.       ]"
vox_offset	0.0
scl_slope	nan
scl_inter	nan
slice_end	0
slice_code	0
xyzt_units	10
cal_max	0.0
cal_min	0.0
slice_duration	0.0
toffset	0.0
glmax	0
glmin	0
descrip	b'TE=7.4;Time=140308.897;phase=1'
aux_file	b''
qform_code	1
sform_code	1
quatern_b	0.0017105297
quatern_c	0.9976064
quatern_d	0.06373065
qoffset_x	110.51032
qoffset_y	-82.624954
qoffset_z	-71.87742
srow_x	[-3.0226691e+00  1.6579830e-07 -1.8774152e-01  1.1051032e+02]
srow_y	[ 2.0661540e-02  3.0024202e+00 -4.4472578e-01 -8.2624954e+01]
srow_z	[ -0.16105124   0.38518256   3.4665475  -71.87742   ]
intent_name	b''
magic	b'n+1'
