	0
sizeof_hdr	348
data_type	b''
db_name	b''
extents	0
session_error	0
regular	b'r'
dim_info	57
dim	[ 3 74 74 40  1  1  1  1]
intent_p1	0.0
intent_p2	0.0
intent_p3	0.0
intent_code	0
datatype	4
bitpix	16
slice_start	0
pixdim	"[-1.         3.0270271  3.0270271  3.5        0.476      0.
  0.         0.       ]"
vox_offset	0.0
scl_slope	nan
scl_inter	nan
slice_end	0
slice_code	0
xyzt_units	10
cal_max	0.0
cal_min	0.0
slice_duration	0.0
toffset	0.0
glmax	0
glmin	0
descrip	b'TE=4.9;Time=150226.358;phase=1'
aux_file	b''
qform_code	1
sform_code	1
quatern_b	0.011371137
quatern_c	0.99894506
quatern_d	0.044489846
qoffset_x	109.811356
qoffset_y	-94.778206
qoffset_z	-54.393734
srow_x	[-3.02624345e+00  6.86751977e-02 -5.97289670e-03  1.09811356e+02]
srow_y	[ 6.8862513e-02  3.0142615e+00 -3.1107265e-01 -9.4778206e+01]
srow_z	[ 9.5974351e-04  2.6908374e-01  3.4861434e+00 -5.4393734e+01]
intent_name	b''
magic	b'n+1'
