	0
sizeof_hdr	348
data_type	b''
db_name	b''
extents	0
session_error	0
regular	b'r'
dim_info	54
dim	[  3 256 256  48   1   1   1   1]
intent_p1	0.0
intent_p2	0.0
intent_p3	0.0
intent_code	0
datatype	4
bitpix	16
slice_start	0
pixdim	[-1.      0.9375  0.9375  3.      3.      0.      0.      0.    ]
vox_offset	0.0
scl_slope	nan
scl_inter	nan
slice_end	0
slice_code	0
xyzt_units	10
cal_max	0.0
cal_min	0.0
slice_duration	0.0
toffset	0.0
glmax	0
glmin	0
descrip	b'TE=10;Time=110342.212;phase=1'
aux_file	b''
qform_code	1
sform_code	1
quatern_b	1.0254172e-10
quatern_c	0.99990255
quatern_d	-0.0139621785
qoffset_x	120.0
qoffset_y	-111.73155
qoffset_z	-48.0252
srow_x	[-9.3750000e-01  1.9228444e-10  7.2858353e-17  1.2000000e+02]
srow_y	[ 1.9220953e-10  9.3713450e-01  8.3764873e-02 -1.1173155e+02]
srow_z	[-5.3688750e-12 -2.6176535e-02  2.9988289e+00 -4.8025200e+01]
intent_name	b''
magic	b'n+1'
