	0
sizeof_hdr	348
data_type	b''
db_name	b''
extents	0
session_error	0
regular	b'r'
dim_info	54
dim	[  3 256 256  48   1   1   1   1]
intent_p1	0.0
intent_p2	0.0
intent_p3	0.0
intent_code	0
datatype	4
bitpix	16
slice_start	0
pixdim	[-1.      0.9375  0.9375  3.      9.      0.      0.      0.    ]
vox_offset	0.0
scl_slope	nan
scl_inter	nan
slice_end	0
slice_code	0
xyzt_units	10
cal_max	0.0
cal_min	0.0
slice_duration	0.0
toffset	0.0
glmax	0
glmin	0
descrip	b'TE=1.2e+02;Time=141620.552;phase=1'
aux_file	b''
qform_code	1
sform_code	1
quatern_b	-0.0009325327
quatern_c	-0.99884814
quatern_d	0.042737365
qoffset_x	120.42508
qoffset_y	-111.23969
qoffset_z	-61.60608
srow_x	[-9.3660772e-01  9.4362282e-11  1.3085815e-01  1.2042508e+02]
srow_y	[ 3.4929696e-03  9.3407369e-01  2.5600687e-01 -1.1123969e+02]
srow_z	[ 4.0743727e-02 -8.0078371e-02  2.9861908e+00 -6.1606079e+01]
intent_name	b''
magic	b'n+1'
