	0
sizeof_hdr	348
data_type	b''
db_name	b''
extents	0
session_error	0
regular	b'r'
dim_info	57
dim	[  4  80  80  41 288   1   1   1]
intent_p1	0.0
intent_p2	0.0
intent_p3	0.0
intent_code	0
datatype	4
bitpix	16
slice_start	0
pixdim	"[-1.         3.         3.         3.3        2.5000002  0.
  0.         0.       ]"
vox_offset	0.0
scl_slope	nan
scl_inter	nan
slice_end	0
slice_code	0
xyzt_units	10
cal_max	0.0
cal_min	0.0
slice_duration	0.0
toffset	0.0
glmax	0
glmin	0
descrip	b'TE=25;Time=135141.390'
aux_file	b''
qform_code	1
sform_code	1
quatern_b	-0.005430218
quatern_c	-0.9496047
quatern_d	-0.31298575
qoffset_x	117.74203
qoffset_y	-47.892365
qoffset_z	-125.59778
srow_x	[-2.9982553e+00  6.1296891e-02  9.0098508e-02  1.1774203e+02]
srow_y	[ 5.8183516e-04  2.4120626e+00 -1.9621810e+00 -4.7892365e+01]
srow_z	[ 1.02302805e-01  1.78274965e+00  2.65173531e+00 -1.25597778e+02]
intent_name	b''
magic	b'n+1'
