	0
sizeof_hdr	348
data_type	b''
db_name	b''
extents	0
session_error	0
regular	b'r'
dim_info	54
dim	[  3 256 256  48   1   1   1   1]
intent_p1	0.0
intent_p2	0.0
intent_p3	0.0
intent_code	0
datatype	4
bitpix	16
slice_start	0
pixdim	[-1.      0.9375  0.9375  3.      0.65    0.      0.      0.    ]
vox_offset	0.0
scl_slope	nan
scl_inter	nan
slice_end	0
slice_code	0
xyzt_units	10
cal_max	0.0
cal_min	0.0
slice_duration	0.0
toffset	0.0
glmax	0
glmin	0
descrip	b'TE=20;Time=91527.240;phase=1'
aux_file	b''
qform_code	1
sform_code	1
quatern_b	-1.0157843e-10
quatern_c	-0.99050945
quatern_d	-0.13744454
qoffset_x	126.33858
qoffset_y	-72.521194
qoffset_z	-99.58241
srow_x	[-9.3750000e-01  1.9228444e-10 -3.1225085e-17  1.2633858e+02]
srow_y	[ 1.8501957e-10  9.0207934e-01 -8.1684238e-01 -7.2521194e+01]
srow_z	[ 5.2355249e-11  2.5526273e-01  2.8866596e+00 -9.9582413e+01]
intent_name	b''
magic	b'n+1'
