	0
sizeof_hdr	348
data_type	b''
db_name	b''
extents	0
session_error	0
regular	b'r'
dim_info	57
dim	[  4 128 128  70  33   1   1   1]
intent_p1	0.0
intent_p2	0.0
intent_p3	0.0
intent_code	0
datatype	4
bitpix	16
slice_start	0
pixdim	"[-1.        2.        2.        2.       10.008725  0.        0.
  0.      ]"
vox_offset	0.0
scl_slope	nan
scl_inter	nan
slice_end	0
slice_code	0
xyzt_units	10
cal_max	0.0
cal_min	0.0
slice_duration	0.0
toffset	0.0
glmax	0
glmin	0
descrip	b'TE=1.1e+02;Time=120458.210'
aux_file	b''
qform_code	1
sform_code	1
quatern_b	-0.02175552
quatern_c	0.9938712
quatern_d	0.107524246
qoffset_x	136.5282
qoffset_y	-117.04874
qoffset_z	-78.64665
srow_x	[-1.9973658e+00 -9.2342243e-02 -4.4748243e-02  1.3652820e+02]
srow_y	[-8.0635242e-02  1.9518609e+00 -4.2864510e-01 -1.1704874e+02]
srow_z	[-6.3462235e-02  4.2627668e-01  1.9530120e+00 -7.8646652e+01]
intent_name	b''
magic	b'n+1'
